ern,entref,name,tradingstyle,address1,address2,address3,address4,address5,postcode,legalstatus,sic07,paye_empees,paye_jobs,ent_turnover,std_turnover,grp_turnover,cntd_turnover,app_turnover,prn,cell_no
1100000579,9999999999,CAITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,125,124,18,18,0,0,0,0.396811656,5854
1100000580,9999999999,CABMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS,2,46180,124,124,14,0,0,0,14,0.764389058,5854
1100000581,9999999999,CABMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH,1,46190,125,125,166,0,180,0,166,0.560497313,5854
1100000582,9999999999,HCALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,124,124,50,50,0,0,0,0.922534521,5854
1100000583,9999999999,ARESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT,1,46220,126,126,245,245,0,0,0,0.593449525,5854
1100000584,9999999999,ATIKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT,1,46230,125,125,502,502,0,0,0,0.015129974,5854
1100000585,9999999999,DANOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,127,127,919,919,0,0,0,0.132365913,5854
1100000586,9999999999,EDASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,125,124,47,47,0,0,0,0.460511834,5854
1100000587,9999999999,G2BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,124,124,13,0,0,0,0,0.65478139,5854
1100000588,9999999999,MALIVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR,2,46440,128,125,86,86,0,0,0,0.122939343,5854
1100000589,9999999999,JANELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF,2,46510,126,126,100,100,0,0,0,0.622870322,5854
1100000590,9999999999,MAWDAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL,3,46520,125,125,265,265,0,0,0,0.407121271,5854
1100000591,9999999999,MASSUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,125,125,97,97,0,0,0,0.495869233,5854
1100000592,9999999999,MAFYRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,124,126,60,60,0,0,0,0.495802589,5854
1100000593,9999999999,AAWMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ,2,46711,124,124,93,93,0,0,0,0.371103557,5854
1100000594,9999999999,BASOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG,2,46720,125,124,108,108,0,0,0,0.078824164,5854
1100000595,9999999999,ANOCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,126,126,79,79,0,0,0,0.020542155,5854
1100000596,9999999999,AAPMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT,1,46900,125,124,112,112,0,0,0,0.35135026,5854
1100000597,9999999999,MATBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,126,126,57,57,0,0,0,0.58923183,5854
1100000598,9999999999,AJMHUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE,1,47190,128,128,192,192,0,0,0,0.770347943,5854
1100000599,9999999999,2WDTL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB,1,47220,125,124,268,268,0,0,0,0.977029619,5854
1100000600,9999999999,MAESSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT,2,47240,128,128,123,123,0,0,0,0.707606095,5854
1100000601,9999999999,AJNWEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,131,131,127,127,0,0,0,0.66084994,5854
1100000602,9999999999,MAIDLNG & STEEL FABRIC,,1 LUMLEY STREET,MAYFAIR,LONDON,,,W1K 6TT,2,47410,126,126,79,79,0,0,0,0.860544627,5854
1100000603,9999999999,AAEMWOODHOUSE,,1 FIELD COTTAGES,FIELD LANE,HENSALL,GOOLE NORTH HUMBERSIDE,,DN14 0RB,7,47421,127,126,388,388,0,0,0,0.957092114,5854
1100000604,9999999999,MASUDTRIAL (UK) LTD,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,7,47429,128,127,189,189,0,0,0,0.096152458,5854
1100000605,9999999999,AAPMLUMBING AND HEATING,,1 FINWAY ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,,HP2 7PT,2,47429,125,124,32,32,0,0,0,0.230142071,5854
1100000606,9999999999,MAIDLNG & STEEL FABRICATION,,1 MAIN ROAD,HANWOOD,SHREWSBURY,SHROPSHIRE,,SY5 8LY,1,47610,128,129,350,350,0,0,0,0.126092827,5854
1100000607,9999999999,ASIMCHIATI,,1 HIGH LODGE,COVENTRY ROAD,COLESHILL,NORTH WARWICKSHIRE,,B46 3FE,1,47620,130,130,316,316,0,0,0,0.9447398,5854
1100000608,9999999999,EHATHLTD,,1 HILLVIEW COTTAGES,STRATFORD BRIDGE RIPPLE,TEWKESBURY,GLOUCESTERSHIRE,,GL20 6HE,1,47720,125,125,66,66,0,0,0,0.144009864,5854
1100000609,9999999999,AHKEATHER,,1 INMAN ROAD,NORWICH,,,,NR7 8JT,1,47722,125,125,70,70,0,0,0,0.973145839,5854
1100000610,9999999999,JAEWSLL LIMITED,,1 KELSO PLACE,UPPER BRISTOL ROAD,BATH,,,BA1 3AU,1,47740,127,127,209,209,0,0,0,0.049453697,5854
1100000611,9999999999,JASUILTD,,1 JINGLERS COURT,BANBRIDGE,,,,BT32 3YJ,1,47749,129,130,223,223,0,0,0,0.824865754,5854
1100000612,9999999999,AULPMBING & HEATING LTD,,1 JINGLERS COURT,BANBRIDGE,CO DOWN,,,BT32 3YJ,1,47781,128,160,237,237,0,0,0,0.301309032,5854
1100000613,9999999999,BAER,,1 GLYNDE PLACE,HORSHAM,,,,RH12 1NZ,1,47782,127,126,130,0,0,0,0,0.797829838,5854
1100000614,9999999999,L2CD,,1 BARN CLOSE,QUARNDON,DERBY,,,DE22 5JE,1,47789,125,124,77,77,0,0,0,0.087418321,5854
1100000615,9999999999,AJLMOORLAND,,1 HOSKINS PLACE,WATCHETTS ROAD,CAMBERLEY,SURREY,,GU15 2PB,1,47820,128,128,293,293,0,0,0,0.805576971,5854
1100000616,9999999999,JAELIR MAINTENANCE LIMITED,,1 JUNO WAY,SWINDON,,,,SN5 8ZD,2,47990,125,125,317,317,0,0,0,0.105131694,5854
1100000617,9999999999,IAILINGS PARTITIONS LTD,,1 HUNT LANE,DONCASTER,,,,DN5 9SF,7,45112,125,125,69,69,0,0,0,0.737278305,5854
1100000618,9999999999,536LEVOPMENTS LTD,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45320,129,129,382,382,0,0,0,0.159234092,5854
1100000619,9999999999,337DT,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45400,128,124,2163,2163,0,0,0,0.127698882,5854
1100000620,9999999999,T3DOBLX LTD,,1 BOXLEY GARDENS,BOXLEY ROAD,PENENDEN HEATH,MAIDSTONE,,ME14 2BD,1,45190,124,124,405,405,0,0,0,0.425152331,5854
1100000621,9999999999,T3DOBLX LTD,,1 BRAESIDE,NAPHILL,HIGH WYCOMBE,BUCKS,,HP14 4RY,1,46150,133,133,327,327,0,0,0,0.299449444,5854
1100000622,9999999999,C3VMIESRL LTD,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,,,SS16 6TB,1,46190,125,125,8292,8292,0,0,0,0.824345361,5854
1100000623,9999999999,OC4EITS SERVICES LIMITED,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,ESSEX,,SS16 6TB,1,46310,132,137,30283,30283,0,0,0,0.969263187,5854
1100000624,9999999999,ACCGOUGH,,1 FULLBROOK CLOSE,WOKINGHAM,BERKS,,,RG41 1QZ,1,46342,128,128,263,263,0,0,0,0.801084231,5854
1100000625,9999999999,AHKOLMES,,1 HILL STREET,EDINBURGH,,,,EH2 3JP,1,46410,125,125,126,126,0,0,0,0.22681522,5854
1100000626,9999999999,OC4EITS SERVICES LTD,,1 BROOK COURT,BLAKENEY ROAD,BECKENHAM,KENT,,BR3 1HG,1,46470,132,132,4579,4579,0,0,0,0.403752842,5854
1100000627,9999999999,RFAFTARMER CONTRACTOR,,1 HILL COTTAGE,MUNDHAM HILL,MUNDHAM,NORWICH NORFOLK,,NR14 6EJ,1,47110,127,129,424,424,0,0,0,0.876625815,5854
1100000628,9999999999,JANELIMITED,,1 KENSWORTH GATE,200-204 HIGH STREET SOUTH,DUNSTABLE,BEDS,,LU6 3HS,2,47230,127,127,101,101,0,0,0,0.975491378,5854
1100000629,9999999999,AHOJNSON,,1 KEYTES LANE,BARFORD,WARWICKSHIRE,,,CV35 8EP,2,47290,127,127,187,187,0,0,0,0.003464588,5854
1100000630,9999999999,G BOX CEREAL LTD INCL VAT GROUP,,(ROAD HAULAGE CONTRS) LTD,BOW BRIDGE,WATERINGBURY,MAIDSTONE,KENT,ME18 5ED,1,47599,14224,14491,27367081,0,27367081,27367081,0,0.557602154,5854
1100000631,9999999999,EAGBBROWN,,1 HAWRIDGE HILL COTTAGES,THE VALE,HAWRIDGE,CHESHAM BUCKINGHAMSHIRE,,HP5 3NU,1,45112,133,133,94,94,0,0,0,0.111792833,5854
1100000632,9999999999,UEADLIING SOLUTIONS LTD,,1 HAZELWOOD LANE,ABBOTS LANGLEY,,,,WD5 0HA,3,45190,133,132,121,121,0,0,0,0.640642391,5854
1100000633,9999999999,O2WMILITED,,1 BARRASCROFTS,CANONBIE,,,,DG14 0RZ,1,45200,133,132,77,77,0,0,0,0.097795205,5854
1100000634,9999999999,UBASOT(CHRISTCHURCH) LIMITED,,1 GARTH EDGE,SHAWFORTH,WHITWORTH,ROCHDALE LANCASHIRE,,OL12 8EH,2,45320,132,132,28,28,0,0,0,0.51145488,5854
1100000635,9999999999,IBAER,,1 GEORGE SQUARE,GLASGOW,,,,G2 5LL,1,45400,133,133,127,127,0,0,0,0.149924899,5854
1100000636,9999999999,IBAER,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,133,133,318,318,0,0,0,0.590857589,5854
1100000637,9999999999,BANOCTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,134,134,308,308,0,0,0,0.157803459,5854
1100000638,9999999999,LUBARE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,135,135,218,218,0,0,0,0.449028272,5854
1100000639,9999999999,UCARR,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,133,133,39,39,0,0,0,0.849467603,5854
1100000640,9999999999,CAJ&WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,134,134,93,93,0,0,0,0.550760087,5854
1100000641,9999999999,BAMCFLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR,1,46160,133,132,421,421,0,0,0,0.271227542,5854
1100000642,9999999999,ACAITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,133,132,26,26,0,0,0,0.397965077,5854
1100000643,9999999999,LCABMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS,2,46180,132,132,22,0,0,0,22,0.765542479,5854
1100000644,9999999999,LCABMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH,1,46190,133,133,174,0,196,0,174,0.561650734,5854
1100000645,9999999999,PHCALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,132,132,58,58,0,0,0,0.923687942,5854
1100000646,9999999999,DARESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT,1,46220,134,134,253,253,0,0,0,0.594602946,5854
1100000647,9999999999,DATIKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT,1,46230,133,133,510,510,0,0,0,0.016283395,5854
1100000648,9999999999,ADANOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,135,135,927,927,0,0,0,0.133519334,5854
1100000649,9999999999,NEDASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,133,132,55,55,0,0,0,0.461665255,5854
1100000650,9999999999,AG2BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,132,132,21,21,0,0,0,0.655934811,5854
1100000651,9999999999,IMALIVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR,2,46440,136,133,94,94,0,0,0,0.124092764,5854
1100000652,9999999999,EJANELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF,2,46510,134,134,108,108,0,0,0,0.624023743,5854
1100000653,9999999999,HMAWDAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL,3,46520,133,133,273,273,0,0,0,0.408274692,5854
1100000654,9999999999,SMASSUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,133,133,105,105,0,0,0,0.497022654,5854
1100000655,9999999999,EMAFYRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,132,134,68,68,0,0,0,0.49695601,5854
1100000656,9999999999,NAAWMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ,2,46711,132,132,101,101,0,0,0,0.372256978,5854
1100000657,9999999999,UBASOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG,2,46720,133,132,116,116,0,0,0,0.079977585,5854
1100000658,9999999999,MANOCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,134,134,87,87,0,0,0,0.021695576,5854
1100000659,9999999999,NAAPMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT,1,46900,133,132,120,120,0,0,0,0.352503681,5854
1100000660,9999999999,RMATBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,134,134,65,65,0,0,0,0.590385251,5854
1100000661,9999999999,KAJMHUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE,1,47190,136,136,200,200,0,0,0,0.771501364,5854
1100000662,9999999999,O2WDTL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB,1,47220,133,132,276,276,0,0,0,0.97818304,5854
1100000663,9999999999,UMAESSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT,2,47240,136,136,131,131,0,0,0,0.708759516,5854
1100000664,9999999999,HAJNWEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,139,139,135,135,0,0,0,0.662003361,5854
1100000665,9999999999,EMAIDLNG & STEEL FABRIC,,1 LUMLEY STREET,MAYFAIR,LONDON,,,W1K 6TT,2,47410,134,134,87,87,0,0,0,0.861698048,5854
1100000666,9999999999,NAAEMWOODHOUSE,,1 FIELD COTTAGES,FIELD LANE,HENSALL,GOOLE NORTH HUMBERSIDE,,DN14 0RB,7,47421,135,134,396,396,0,0,0,0.958245535,5854
1100000667,9999999999,NMASUDTRIAL (UK) LTD,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,7,47429,136,135,197,197,0,0,0,0.097305879,5854
1100000668,9999999999,NAAPMLUMBING AND HEATING,,1 FINWAY ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,,HP2 7PT,2,47429,133,132,40,40,0,0,0,0.231295492,5854
1100000669,9999999999,EMAIDLNG & STEEL FABRICATION,,1 MAIN ROAD,HANWOOD,SHREWSBURY,SHROPSHIRE,,SY5 8LY,1,47610,136,137,358,358,0,0,0,0.127246248,5854
1100000670,9999999999,EASIMCHIATI,,1 HIGH LODGE,COVENTRY ROAD,COLESHILL,NORTH WARWICKSHIRE,,B46 3FE,1,47620,138,138,324,324,0,0,0,0.945893221,5854
1100000671,9999999999,GEHATHLTD,,1 HILLVIEW COTTAGES,STRATFORD BRIDGE RIPPLE,TEWKESBURY,GLOUCESTERSHIRE,,GL20 6HE,1,47720,133,133,74,74,0,0,0,0.145163285,5854
1100000672,9999999999,JAHKEATHER,,1 INMAN ROAD,NORWICH,,,,NR7 8JT,1,47722,133,133,78,78,0,0,0,0.97429926,5854
1100000673,9999999999,OJAEWSLL LIMITED,,1 KELSO PLACE,UPPER BRISTOL ROAD,BATH,,,BA1 3AU,1,47740,135,135,217,217,0,0,0,0.050607118,5854
1100000674,9999999999,GJASUILTD,,1 JINGLERS COURT,BANBRIDGE,,,,BT32 3YJ,1,47749,137,138,231,231,0,0,0,0.826019175,5854
1100000675,9999999999,JAULPMBING & HEATING LTD,,1 JINGLERS COURT,BANBRIDGE,CO DOWN,,,BT32 3YJ,1,47781,136,168,245,245,0,0,0,0.302462453,5854
1100000676,9999999999,IBAER,,1 GLYNDE PLACE,HORSHAM,,,,RH12 1NZ,1,47782,135,134,138,138,0,0,0,0.798983259,5854
1100000677,9999999999,TL2CD,,1 BARN CLOSE,QUARNDON,DERBY,,,DE22 5JE,1,47789,133,132,85,85,0,0,0,0.088571742,5854
1100000678,9999999999,IAJLMOORLAND,,1 HOSKINS PLACE,WATCHETTS ROAD,CAMBERLEY,SURREY,,GU15 2PB,1,47820,136,136,301,301,0,0,0,0.806730392,5854
1100000679,9999999999,OJAELIR MAINTENANCE LIMITED,,1 JUNO WAY,SWINDON,,,,SN5 8ZD,2,47990,133,133,325,325,0,0,0,0.106285115,5854
1100000680,9999999999,EIAILINGS PARTITIONS LTD,,1 HUNT LANE,DONCASTER,,,,DN5 9SF,7,45112,133,133,77,77,0,0,0,0.738431726,5854
1100000681,9999999999,E536LEVOPMENTS LTD,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45320,137,137,390,390,0,0,0,0.160387513,5854
1100000682,9999999999,9337DT,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45400,136,132,2171,2171,0,0,0,0.128852303,5854
1100000683,9999999999,OT3DOBLX LTD,,1 BOXLEY GARDENS,BOXLEY ROAD,PENENDEN HEATH,MAIDSTONE,,ME14 2BD,1,45190,132,132,413,413,0,0,0,0.426305752,5854
1100000684,9999999999,OT3DOBLX LTD,,1 BRAESIDE,NAPHILL,HIGH WYCOMBE,BUCKS,,HP14 4RY,1,46150,141,141,335,335,0,0,0,0.300602865,5854
1100000685,9999999999,GC3VMIESRL LTD,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,,,SS16 6TB,1,46190,133,133,8300,8300,0,0,0,0.825498782,5854
1100000686,9999999999,NOC4EITS SERVICES LIMITED,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,ESSEX,,SS16 6TB,1,46310,140,145,30291,30291,0,0,0,0.970416608,5854
1100000687,9999999999,BACCGOUGH,,1 FULLBROOK CLOSE,WOKINGHAM,BERKS,,,RG41 1QZ,1,46342,136,136,271,271,0,0,0,0.802237652,5854
1100000688,9999999999,GAHKOLMES,,1 HILL STREET,EDINBURGH,,,,EH2 3JP,1,46410,133,133,134,134,0,0,0,0.227968641,5854
1100000689,9999999999,NOC4EITS SERVICES LTD,,1 BROOK COURT,BLAKENEY ROAD,BECKENHAM,KENT,,BR3 1HG,1,46470,140,140,4587,4587,0,0,0,0.404906263,5854
1100000690,9999999999,SRFAFTARMER CONTRACTOR,,1 HILL COTTAGE,MUNDHAM HILL,MUNDHAM,NORWICH NORFOLK,,NR14 6EJ,1,47110,135,137,432,432,0,0,0,0.877779236,5854
1100000691,9999999999,EJANELIMITED,,1 KENSWORTH GATE,200-204 HIGH STREET SOUTH,DUNSTABLE,BEDS,,LU6 3HS,2,47230,135,135,109,109,0,0,0,0.976644799,5854
1100000692,9999999999,JAHOJNSON,,1 KEYTES LANE,BARFORD,WARWICKSHIRE,,,CV35 8EP,2,47290,135,135,195,195,0,0,0,0.004618009,5854
1100000693,9999999999,IG BOX CEREAL LTD INCL VAT GROUP,,(ROAD HAULAGE CONTRS) LTD,BOW BRIDGE,WATERINGBURY,MAIDSTONE,KENT,ME18 5ED,1,47599,14232,14499,27367089,0,27367089,27367089,0,0.558755575,5854
1100000694,9999999999,EAGBBROWN,,1 HAWRIDGE HILL COTTAGES,THE VALE,HAWRIDGE,CHESHAM BUCKINGHAMSHIRE,,HP5 3NU,1,45112,146,146,107,107,0,0,0,0.112795413,5854
1100000695,9999999999,UEADLIING SOLUTIONS LTD,,1 HAZELWOOD LANE,ABBOTS LANGLEY,,,,WD5 0HA,3,45190,146,145,134,31,0,0,0,0.641644971,5854
1100000696,9999999999,O2WMILITED,,1 BARRASCROFTS,CANONBIE,,,,DG14 0RZ,1,45200,146,145,90,90,0,0,0,0.098797785,5854
1100000697,9999999999,UBASOT(CHRISTCHURCH) LIMITED,,1 GARTH EDGE,SHAWFORTH,WHITWORTH,ROCHDALE LANCASHIRE,,OL12 8EH,2,45320,145,145,41,41,0,0,0,0.51245746,5854
1100000698,9999999999,IBAER,,1 GEORGE SQUARE,GLASGOW,,,,G2 5LL,1,45400,146,146,140,140,0,0,0,0.150927479,5854
1100000699,9999999999,IBAER,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,146,146,331,331,0,0,0,0.591860169,5854
1100000700,9999999999,BANOCTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,147,147,321,321,0,0,0,0.158806039,5854
1100000701,9999999999,LUBARE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,148,148,231,231,0,0,0,0.450030852,5854
1100000702,9999999999,UCARR,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,146,146,52,52,0,0,0,0.850470183,5854
1100000703,9999999999,CAJ&WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,147,147,106,106,0,0,0,0.551762667,5854
1100000704,9999999999,BAMCFLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR,1,46160,146,145,434,61,0,0,0,0.272230122,5854
1100000705,9999999999,ACAITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,146,145,39,39,0,0,0,0.398967657,5854
1100000706,9999999999,LCABMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS,2,46180,145,145,35,0,0,0,35,0.766545059,5854
1100000707,9999999999,LCABMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH,1,46190,146,146,187,0,222,0,187,0.562653314,5854
1100000708,9999999999,PHCALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,145,145,71,71,0,0,0,0.924690522,5854
1100000709,9999999999,DARESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT,1,46220,147,147,266,266,0,0,0,0.595605526,5854
1100000710,9999999999,DATIKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT,1,46230,146,146,523,523,0,0,0,0.017285975,5854
1100000711,9999999999,ADANOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,148,148,940,940,0,0,0,0.134521914,5854
1100000712,9999999999,NEDASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,146,145,68,68,0,0,0,0.462667835,5854
1100000713,9999999999,AG2BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,145,145,34,21,0,0,0,0.656937391,5854
1100000714,9999999999,IMALIVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR,2,46440,149,146,107,107,0,0,0,0.125095344,5854
1100000715,9999999999,EJANELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF,2,46510,147,147,121,121,0,0,0,0.625026323,5854
1100000716,9999999999,HMAWDAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL,3,46520,146,146,286,286,0,0,0,0.409277272,5854
1100000717,9999999999,SMASSUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,146,146,118,118,0,0,0,0.498025234,5854
1100000718,9999999999,EMAFYRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,145,147,81,81,0,0,0,0.49795859,5854
1100000719,9999999999,NAAWMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ,2,46711,145,145,114,114,0,0,0,0.373259558,5854
1100000720,9999999999,UBASOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG,2,46720,146,145,129,129,0,0,0,0.080980165,5854
1100000721,9999999999,MANOCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,147,147,100,100,0,0,0,0.022698156,5854
1100000722,9999999999,NAAPMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT,1,46900,146,145,133,133,0,0,0,0.353506261,5854
1100000723,9999999999,RMATBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,147,147,78,78,0,0,0,0.591387831,5854
1100000724,9999999999,KAJMHUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE,1,47190,149,149,213,213,0,0,0,0.772503944,5854
1100000725,9999999999,O2WDTL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB,1,47220,146,145,289,289,0,0,0,0.97918562,5854
1100000726,9999999999,UMAESSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT,2,47240,149,149,144,144,0,0,0,0.709762096,5854
1100000727,9999999999,HAJNWEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,152,152,148,148,0,0,0,0.663005941,5854
